  disasm                           seq_num  
add r8, r5, #2                       6791
beq                                  6792
mov r0, #0                           6793
ldr2_uop r4,r5, [sp, #0]             6794
ldr2_uop r6,r7, [sp, #8]             6795
ldr2_uop r8,r36, [sp, #16]           6796
addi_uop sp, sp, #24                 6797
uopReg_uop pc, r36                   6798
cmps r0, #0                          6799
movne r2, r0                         6800
moveq r2, r4                         6801
ldr r0, [pc, #628]                   6802
ldrb r3, [r2, #0]                    6803
ldr r2, [pc, #624]                   6804
rsbs r3, r3, #1                      6805
movcc r3, #0                         6806
str r3, [r2, #0]                     6807
bl                                   6808
str_uop r4, [sp, #24]                6809
str_uop r5, [sp, #20]                6810
str_uop r6, [sp, #16]                6811
str_uop r7, [sp, #12]                6812
str_uop r8, [sp, #8]                 6813
str_uop lr, [sp, #4]                 6814
subi_uop sp, sp, #24                 6815
mov r5, r0                           6816
bl                                   6817
bic r1, r0, #3                       6818
ldr r2, [r1] #4                      6819
addi_uop r1, r1, #4                  6820
ands r3, r0, #3                      6821
rsb r0, r3, #0                       6822
beq                                  6823
tsts r2, #255                        6824
tstsne r2, #65280                    6825
tstsne r2, #16711680                 6826
tstsne r2, #4278190080               6827
addne r0, r0, #4                     6828
ldrne r2, [r1] #4                    6829
addi_uopne r1, r1, #4                6830
bne                                  6831
tsts r2, #255                        6854
tstsne r2, #65280                    6855
tstsne r2, #16711680                 6856
tstsne r2, #4278190080               6857
addne r0, r0, #4                     6858
ldrne r2, [r1] #4                    6859
addi_uopne r1, r1, #4                6860
bne                                  6861
tsts r2, #255                        6884
tstsne r2, #65280                    6885
tstsne r2, #16711680                 6886
tstsne r2, #4278190080               6887
addne r0, r0, #4                     6888
ldrne r2, [r1] #4                    6889
addi_uopne r1, r1, #4                6890
bne                                  6891
tsts r2, #255                        6892
addne r0, r0, #1                     6893
tstsne r2, #65280                    6894
addne r0, r0, #1                     6895
tstsne r2, #16711680                 6896
addne r0, r0, #1                     6897
bx                                   6898
ldr r3, [pc, #256]                   6899
ldr r1, [r3, #0]                     6900
cmps r1, #0                          6901
bne                                  6902
ldrb r12, [r5, #0]                   6903
cmps r12, #0                         6904
beq                                  6905
ldrb r3, [r5, #1]                    6906
cmps r3, #0                          6907
bne                                  6908
ldr r4, [r1, #0]                     6909
orr r3, r12, r3, LSL #8              6910
cmps r4, #0                          6911
sub r7, r0, #2                       6912
add r8, r5, #2                       6913
beq                                  6914
mov r0, #0                           6915
ldr2_uop r4,r5, [sp, #0]             6916
ldr2_uop r6,r7, [sp, #8]             6917
ldr2_uop r8,r36, [sp, #16]           6918
addi_uop sp, sp, #24                 6919
uopReg_uop pc, r36                   6920
cmps r0, #0                          6921
movne r2, r0                         6922
moveq r2, r4                         6923
ldr r0, [pc, #596]                   6924
ldrb r3, [r2, #0]                    6925
ldr r2, [pc, #592]                   6926
subs r3, r3, #0                      6927
movne r3, #1                         6928
bl                                   6930
subi_uop sp, sp, #24                 6941
mov r5, r0                           6942
bl                                   6943
bic r1, r0, #3                       6944
ldr r2, [r1] #4                      6945
addi_uop r1, r1, #4                  6946
ands r3, r0, #3                      6947
rsb r0, r3, #0                       6948
beq                                  6949
tsts r2, #255                        6950
tstsne r2, #65280                    6951
tstsne r2, #16711680                 6952
tstsne r2, #4278190080               6953
addne r0, r0, #4                     6954
ldrne r2, [r1] #4                    6955
addi_uopne r1, r1, #4                6956
bne                                  6957
tsts r2, #255                        6991
tstsne r2, #65280                    6992
tstsne r2, #16711680                 6993
tstsne r2, #4278190080               6994
addne r0, r0, #4                     6995
ldrne r2, [r1] #4                    6996
addi_uopne r1, r1, #4                6997
bne                                  6998
tsts r2, #255                        7022
tstsne r2, #65280                    7023
tstsne r2, #16711680                 7024
tstsne r2, #4278190080               7025
addne r0, r0, #4                     7026
ldrne r2, [r1] #4                    7027
addi_uopne r1, r1, #4                7028
bne                                  7029
str r3, [r2, #0]                     6929
str_uop r4, [sp, #24]                6935
str_uop r5, [sp, #20]                6936
str_uop r6, [sp, #16]                6937
str_uop r7, [sp, #12]                6938
str_uop r8, [sp, #8]                 6939
str_uop lr, [sp, #4]                 6940
tsts r2, #255                        7149
tstsne r2, #65280                    7150
tstsne r2, #16711680                 7151
tstsne r2, #4278190080               7152
addne r0, r0, #4                     7153
ldrne r2, [r1] #4                    7154
addi_uopne r1, r1, #4                7155
bne                                  7156
tsts r2, #255                        7157
addne r0, r0, #1                     7158
tstsne r2, #65280                    7159
addne r0, r0, #1                     7160
tstsne r2, #16711680                 7161
addne r0, r0, #1                     7162
bx                                   7163
ldr r3, [pc, #256]                   7164
ldr r1, [r3, #0]                     7165
cmps r1, #0                          7166
bne                                  7167
ldrb r12, [r5, #0]                   7168
cmps r12, #0                         7169
beq                                  7170
ldrb r3, [r5, #1]                    7171
cmps r3, #0                          7172
bne                                  7173
ldr r4, [r1, #0]                     7174
orr r3, r12, r3, LSL #8              7175
cmps r4, #0                          7176
sub r7, r0, #2                       7177
add r8, r5, #2                       7178
beq                                  7179
mov r0, #0                           7180
ldr2_uop r4,r5, [sp, #0]             7181
ldr2_uop r6,r7, [sp, #8]             7182
ldr2_uop r8,r36, [sp, #16]           7183
addi_uop sp, sp, #24                 7184
uopReg_uop pc, r36                   7185
cmps r0, #0                          7186
movne r2, r0                         7187
moveq r2, r4                         7188
ldr r0, [pc, #564]                   7189
ldrb r3, [r2, #0]                    7190
ldr r2, [pc, #560]                   7191
rsbs r3, r3, #1                      7192
movcc r3, #0                         7193
str r3, [r2, #0]                     7194
bl                                   7195
str_uop r4, [sp, #24]                7196
str_uop r5, [sp, #20]                7197
subi_uop sp, sp, #24                 7202
mov r5, r0                           7203
bl                                   7204
bic r1, r0, #3                       7205
ldr r2, [r1] #4                      7206
addi_uop r1, r1, #4                  7207
ands r3, r0, #3                      7208
rsb r0, r3, #0                       7209
beq                                  7210
tsts r2, #255                        7211
tstsne r2, #65280                    7212
tstsne r2, #16711680                 7213
tstsne r2, #4278190080               7214
addne r0, r0, #4                     7215
ldrne r2, [r1] #4                    7216
addi_uopne r1, r1, #4                7217
bne                                  7218
tsts r2, #255                        7219
tstsne r2, #65280                    7220
tstsne r2, #16711680                 7221
tstsne r2, #4278190080               7222
addne r0, r0, #4                     7223
ldrne r2, [r1] #4                    7224
addi_uopne r1, r1, #4                7225
bne                                  7226
tsts r2, #255                        7227
tstsne r2, #65280                    7228
tstsne r2, #16711680                 7229
tstsne r2, #4278190080               7230
addne r0, r0, #4                     7231
ldrne r2, [r1] #4                    7232
addi_uopne r1, r1, #4                7233
bne                                  7234
tsts r2, #255                        7268
tstsne r2, #65280                    7269
tstsne r2, #16711680                 7270
tstsne r2, #4278190080               7271
addne r0, r0, #4                     7272
ldrne r2, [r1] #4                    7273
addi_uopne r1, r1, #4                7274
bne                                  7275
tsts r2, #255                        7299
tstsne r2, #65280                    7300
tstsne r2, #16711680                 7301
tstsne r2, #4278190080               7302
addne r0, r0, #4                     7303
ldrne r2, [r1] #4                    7304
addi_uopne r1, r1, #4                7305
bne                                  7306
tsts r2, #255                        7307
addne r0, r0, #1                     7308
tstsne r2, #65280                    7309
addne r0, r0, #1                     7310
tstsne r2, #16711680                 7311
addne r0, r0, #1                     7312
bx                                   7313
ldr r3, [pc, #256]                   7314
ldr r1, [r3, #0]                     7315
cmps r1, #0                          7316
bne                                  7317
ldrb r12, [r5, #0]                   7318
cmps r12, #0                         7319
beq                                  7320
ldrb r3, [r5, #1]                    7321
cmps r3, #0                          7322
bne                                  7323
ldr r4, [r1, #0]                     7324
orr r3, r12, r3, LSL #8              7325
cmps r4, #0                          7326
sub r7, r0, #2                       7327
add r8, r5, #2                       7328
beq                                  7329
mov r0, #0                           7330
ldr2_uop r4,r5, [sp, #0]             7331
ldr2_uop r6,r7, [sp, #8]             7332
ldr2_uop r8,r36, [sp, #16]           7333
addi_uop sp, sp, #24                 7334
uopReg_uop pc, r36                   7335
ldr r12, [pc, #544]                  7336
cmps r0, #0                          7337
beq                                  7339
ldr r0, [pc, #180]                   7340
ldr r3, [pc, #216]                   7341
ldr r1, [r0, #0]                     7342
sub r2, r3, #9                       7343
cmps r1, #0                          7344
moveq r3, r2                         7345
b                                    7347
ldr r3, [r0, #0]                     7354
cmps r3, #0                          7355
beq                                  7356
ldr r8, [pc, #440]                   7372
ldr r3, [r8, #0]                     7373
cmps r3, #0                          7374
beq                                  7375
ldr r0, [pc, #416]                   7410
bl                                   7411
subi_uop sp, sp, #24                 7418
mov r5, r0                           7419
bl                                   7420
bic r1, r0, #3                       7421
ldr r2, [r1] #4                      7422
addi_uop r1, r1, #4                  7423
ands r3, r0, #3                      7424
rsb r0, r3, #0                       7425
beq                                  7426
tsts r2, #255                        7427
tstsne r2, #65280                    7428
tstsne r2, #16711680                 7429
tstsne r2, #4278190080               7430
addne r0, r0, #4                     7431
ldrne r2, [r1] #4                    7432
addi_uopne r1, r1, #4                7433
bne                                  7434
tsts r2, #255                        7457
tstsne r2, #65280                    7458
tstsne r2, #16711680                 7459
tstsne r2, #4278190080               7460
addne r0, r0, #4                     7461
ldrne r2, [r1] #4                    7462
addi_uopne r1, r1, #4                7463
bne                                  7464
tsts r2, #255                        7497
tstsne r2, #65280                    7498
tstsne r2, #16711680                 7499
tstsne r2, #4278190080               7500
addne r0, r0, #4                     7501
ldrne r2, [r1] #4                    7502
addi_uopne r1, r1, #4                7503
bne                                  7504
tsts r2, #255                        7528
tstsne r2, #65280                    7529
tstsne r2, #16711680                 7530
tstsne r2, #4278190080               7531
addne r0, r0, #4                     7532
ldrne r2, [r1] #4                    7533
addi_uopne r1, r1, #4                7534
bne                                  7535
tsts r2, #255                        7536
tstsne r2, #65280                    7537
tstsne r2, #16711680                 7538
tstsne r2, #4278190080               7539
addne r0, r0, #4                     7540
ldrne r2, [r1] #4                    7541
addi_uopne r1, r1, #4                7542
bne                                  7543
tsts r2, #255                        7656
addne r0, r0, #1                     7657
tstsne r2, #65280                    7658
addne r0, r0, #1                     7659
tstsne r2, #16711680                 7660
addne r0, r0, #1                     7661
bx                                   7662
ldr r3, [pc, #256]                   7663
ldr r1, [r3, #0]                     7664
cmps r1, #0                          7665
bne                                  7666
ldrb r12, [r5, #0]                   7667
cmps r12, #0                         7668
beq                                  7669
ldrb r3, [r5, #1]                    7670
cmps r3, #0                          7671
bne                                  7672
ldr r4, [r1, #0]                     7673
orr r3, r12, r3, LSL #8              7674
cmps r4, #0                          7675
sub r7, r0, #2                       7676
add r8, r5, #2                       7677
beq                                  7678
mov r0, #0                           7679
ldr2_uop r4,r5, [sp, #0]             7680
ldr2_uop r6,r7, [sp, #8]             7681
ldr2_uop r8,r36, [sp, #16]           7682
addi_uop sp, sp, #24                 7683
uopReg_uop pc, r36                   7684
subs r5, r0, #0                      7685
beq                                  7686
ldr r0, [r8, #0]                     7687
cmps r0, #0                          7688
beq                                  7689
ldr r3, [pc, #308]                   7717
ldr r0, [r3, #0]                     7718
cmps r0, #0                          7719
beq                                  7720
ldr r3, [pc, #296]                   7721
ldr r12, [r3, #0]                    7722
cmps r12, #0                         7723
beq                                  7724
ldr r1, [pc, #284]                   7725
ldr r3, [r0, #0]                     7726
cmps r3, r1                          7727
movne lr, r1                         7728
addne r2, r0, #32                    7729
movne r1, #0                         7730
bne                                  7731
add r1, r1, #1                       7755
cmps r1, r12                         7756
mov r0, r2                           7757
bcc                                  7758
ldr r3, [r2] #32                     7767
addi_uop r2, r2, #32                 7768
cmps r3, lr                          7769
beq                                  7770
add r1, r1, #1                       7771
cmps r1, r12                         7772
mov r0, r2                           7773
bcc                                  7774
ldr r3, [r2] #32                     7775
addi_uop r2, r2, #32                 7776
cmps r3, lr                          7777
beq                                  7778
add r1, r1, #1                       7779
cmps r1, r12                         7780
mov r0, r2                           7781
bcc                                  7782
ldr r3, [r2] #32                     7783
addi_uop r2, r2, #32                 7784
cmps r3, lr                          7785
beq                                  7786
add r1, r1, #1                       7787
cmps r1, r12                         7788
mov r0, r2                           7789
bcc                                  7790
ldr r3, [r2] #32                     7791
addi_uop r2, r2, #32                 7792
cmps r3, lr                          7793
beq                                  7794
add r1, r1, #1                       7795
cmps r1, r12                         7796
mov r0, r2                           7797
bcc                                  7798
ldr r3, [r2] #32                     7799
addi_uop r2, r2, #32                 7800
cmps r3, lr                          7801
beq                                  7802
ldr r2, [r0, #24]                    7887
ldr r3, [pc, #124]                   7888
b                                    7890
add sp, sp, #12                      7891
ldr2_uop r4,r5, [sp, #0]             7892
ldr2_uop r6,r7, [sp, #8]             7893
ldr2_uop r8,r10, [sp, #16]           7894
ldr_uop r36, [sp, #24]               7895
addi_uop sp, sp, #28                 7896
uopReg_uop pc, r36                   7897
mov r0, r6                           7900
mov r1, r4                           7901
mov r2, r5                           7902
ldr2_uop r4,r5, [sp, #0]             7903
ldr2_uop r6,lr, [sp, #8]             7904
addi_uop sp, sp, #16                 7905
b                                    7906
subi_uop sp, sp, #12                 7910
subs r5, r1, #0                      7911
sub sp, sp, #4                       7912
beq                                  7913
ldr r4, [r5, #0]                     7914
cmps r4, #0                          7915
beq                                  7916
mov r0, r4                           7917
mov r1, #47                          7918
bl                                   7919
subi_uop sp, sp, #12                 7929
ands r5, r1, #255                    7930
sub sp, sp, #4                       7931
mov r3, r0                           7932
movne r4, #0                         7933
bne                                  7934
mov r0, r3                           7935
mov r1, r5                           7936
bl                                   7937
tsts r0, #3                          7947
subi_uop sp, sp, #8                  7950
and r4, r1, #255                     7951
bne                                  7952
ldrb r3, [r0, #0]                    7966
cmps r3, r4                          7967
bne                                  7968
cmps r3, #0                          7996
beq                                  7997
add r0, r0, #1                       7998
tsts r0, #3                          7999
beq                                  8000
ldrb r3, [r0, #0]                    8001
cmps r3, r4                          8002
bne                                  8003
cmps r3, #0                          8004
beq                                  8005
add r0, r0, #1                       8006
tsts r0, #3                          8007
beq                                  8008
orr r3, r4, r4, LSL #8               8108
mov r12, r0                          8109
orr r5, r3, r3, LSL #16              8110
ldr r1, [r12, #0]                    8111
ldr r2, [pc, #180]                   8112
eor r3, r5, r1                       8113
mov r0, r2                           8114
add r0, r1, r0                       8115
add r2, r3, r2                       8116
mvn r1, r1                           8117
mvn r3, r3                           8118
eor r3, r3, r2                       8119
eor r1, r1, r0                       8120
ldr r2, [pc, #148]                   8121
orr r3, r3, r1                       8122
and r2, r3, r2                       8123
cmps r2, #0                          8124
add r0, r12, #1                      8125
beq                                  8126
ldrb r3, [r12, #0]                   8127
add r1, r12, #2                      8128
cmps r3, r4                          8129
add r2, r12, #3                      8130
beq                                  8131
cmps r3, #0                          8132
beq                                  8133
ldrb r3, [r12, #1]                   8134
cmps r3, r4                          8135
beq                                  8136
cmps r3, #0                          8137
beq                                  8138
ldrb r3, [r12, #2]                   8139
cmps r3, r4                          8140
beq                                  8141
cmps r3, #0                          8142
beq                                  8143
ldrb r3, [r12, #3]                   8144
cmps r3, r4                          8145
beq                                  8146
str_uop r6, [sp, #16]                7198
str_uop r7, [sp, #12]                7199
str_uop r8, [sp, #8]                 7200
str_uop lr, [sp, #4]                 7201
str r0, [r12, #0]                    7338
str r3, [r12, #0]                    7346
str_uop r4, [sp, #24]                7412
str_uop r5, [sp, #20]                7413
str_uop r6, [sp, #16]                7414
str_uop r7, [sp, #12]                7415
str_uop r8, [sp, #8]                 7416
str_uop lr, [sp, #4]                 7417
str r2, [r3, #0]                     7889
str_uop r4, [sp, #12]                7907
str_uop r5, [sp, #8]                 7908
str_uop lr, [sp, #4]                 7909
str_uop r4, [sp, #12]                7926
str_uop r5, [sp, #8]                 7927
str_uop lr, [sp, #4]                 7928
str_uop r4, [sp, #8]                 7948
str_uop r5, [sp, #4]                 7949
mov r0, r2                           8168
b                                    8169
ldr2_uop r4,r5, [sp, #0]             8183
addi_uop sp, sp, #8                  8184
bx                                   8185
cmps r0, #0                          8186
add r3, r0, #1                       8187
bne                                  8188
mov r4, r0                           8189
mov r0, r3                           8190
mov r1, r5                           8191
bl                                   8192
tsts r0, #3                          8193
str_uop r4, [sp, #8]                 8194
str_uop r5, [sp, #4]                 8195
subi_uop sp, sp, #8                  8196
and r4, r1, #255                     8197
bne                                  8198
b                                    8225
orr r3, r4, r4, LSL #8               8226
mov r12, r0                          8227
orr r5, r3, r3, LSL #16              8228
ldr r1, [r12, #0]                    8229
ldr r2, [pc, #180]                   8230
eor r3, r5, r1                       8231
mov r0, r2                           8232
add r0, r1, r0                       8233
add r2, r3, r2                       8234
mvn r1, r1                           8235
mvn r3, r3                           8236
eor r3, r3, r2                       8237
eor r1, r1, r0                       8238
ldr r2, [pc, #148]                   8239
orr r3, r3, r1                       8240
and r2, r3, r2                       8241
cmps r2, #0                          8242
add r0, r12, #1                      8243
beq                                  8244
add r12, r12, #4                     8278
b                                    8279
ldr r1, [r12, #0]                    8286
ldr r2, [pc, #180]                   8287
eor r3, r5, r1                       8288
mov r0, r2                           8289
add r0, r1, r0                       8290
add r2, r3, r2                       8291
mvn r1, r1                           8292
mvn r3, r3                           8293
eor r3, r3, r2                       8294
eor r1, r1, r0                       8295
ldr r2, [pc, #148]                   8296
orr r3, r3, r1                       8297
and r2, r3, r2                       8298
cmps r2, #0                          8299
add r0, r12, #1                      8300
beq                                  8301
add r12, r12, #4                     8302
b                                    8303
ldr r1, [r12, #0]                    8304
ldr r2, [pc, #180]                   8305
eor r3, r5, r1                       8306
mov r0, r2                           8307
add r0, r1, r0                       8308
add r2, r3, r2                       8309
mvn r1, r1                           8310
mvn r3, r3                           8311
eor r3, r3, r2                       8312
eor r1, r1, r0                       8313
ldr r2, [pc, #148]                   8314
orr r3, r3, r1                       8315
and r2, r3, r2                       8316
cmps r2, #0                          8317
add r0, r12, #1                      8318
beq                                  8319
ldrb r3, [r12, #0]                   8355
add r1, r12, #2                      8356
cmps r3, r4                          8357
add r2, r12, #3                      8358
beq                                  8359
cmps r3, #0                          8360
beq                                  8361
ldrb r3, [r12, #1]                   8362
cmps r3, r4                          8363
beq                                  8364
cmps r3, #0                          8365
beq                                  8366
ldrb r3, [r12, #2]                   8367
cmps r3, r4                          8368
beq                                  8369
mov r0, r1                           8388
b                                    8389
ldr2_uop r4,r5, [sp, #0]             8391
addi_uop sp, sp, #8                  8392
bx                                   8393
cmps r0, #0                          8394
add r3, r0, #1                       8395
bne                                  8396
mov r4, r0                           8397
mov r0, r3                           8398
mov r1, r5                           8399
bl                                   8400
tsts r0, #3                          8401
str_uop r4, [sp, #8]                 8402
str_uop r5, [sp, #4]                 8403
subi_uop sp, sp, #8                  8404
and r4, r1, #255                     8405
bne                                  8406
ldrb r3, [r0, #0]                    8434
cmps r3, r4                          8435
bne                                  8436
cmps r3, #0                          8437
beq                                  8438
add r0, r0, #1                       8439
tsts r0, #3                          8440
beq                                  8441
orr r3, r4, r4, LSL #8               8442
mov r12, r0                          8443
orr r5, r3, r3, LSL #16              8444
ldr r1, [r12, #0]                    8445
ldr r2, [pc, #180]                   8446
eor r3, r5, r1                       8447
mov r0, r2                           8448
add r0, r1, r0                       8449
add r2, r3, r2                       8450
mvn r1, r1                           8451
mvn r3, r3                           8452
eor r3, r3, r2                       8453
eor r1, r1, r0                       8454
ldr r2, [pc, #148]                   8455
orr r3, r3, r1                       8456
and r2, r3, r2                       8457
cmps r2, #0                          8458
add r0, r12, #1                      8459
beq                                  8460
add r12, r12, #4                     8495
b                                    8496
ldr r1, [r12, #0]                    8497
ldr r2, [pc, #180]                   8498
eor r3, r5, r1                       8499
mov r0, r2                           8500
add r0, r1, r0                       8501
add r2, r3, r2                       8502
mvn r1, r1                           8503
mvn r3, r3                           8504
eor r3, r3, r2                       8505
eor r1, r1, r0                       8506
ldr r2, [pc, #148]                   8507
orr r3, r3, r1                       8508
and r2, r3, r2                       8509
cmps r2, #0                          8510
add r0, r12, #1                      8511
beq                                  8512
ldrb r3, [r12, #0]                   8513
add r1, r12, #2                      8514
cmps r3, r4                          8515
add r2, r12, #3                      8516
beq                                  8517
mov r0, r12                          8541
b                                    8542
ldr2_uop r4,r5, [sp, #0]             8548
addi_uop sp, sp, #8                  8549
bx                                   8550
cmps r0, #0                          8551
add r3, r0, #1                       8552
bne                                  8553
mov r4, r0                           8554
mov r0, r3                           8555
mov r1, r5                           8556
bl                                   8557
tsts r0, #3                          8558
str_uop r4, [sp, #8]                 8559
str_uop r5, [sp, #4]                 8560
subi_uop sp, sp, #8                  8561
and r4, r1, #255                     8562
bne                                  8563
ldrb r3, [r0, #0]                    8589
cmps r3, r4                          8590
bne                                  8591
cmps r3, #0                          8592
beq                                  8593
add r0, r0, #1                       8594
tsts r0, #3                          8595
beq                                  8596
ldrb r3, [r0, #0]                    8626
cmps r3, r4                          8627
bne                                  8628
cmps r3, #0                          8629
beq                                  8630
add r0, r0, #1                       8631
tsts r0, #3                          8632
beq                                  8633
ldrb r3, [r0, #0]                    8634
cmps r3, r4                          8635
bne                                  8636
cmps r3, #0                          8637
beq                                  8638
add r0, r0, #1                       8639
tsts r0, #3                          8640
beq                                  8641
orr r3, r4, r4, LSL #8               8732
mov r12, r0                          8733
orr r5, r3, r3, LSL #16              8734
ldr r1, [r12, #0]                    8735
ldr r2, [pc, #180]                   8736
eor r3, r5, r1                       8737
mov r0, r2                           8738
add r0, r1, r0                       8739
add r2, r3, r2                       8740
mvn r1, r1                           8741
mvn r3, r3                           8742
eor r3, r3, r2                       8743
eor r1, r1, r0                       8744
ldr r2, [pc, #148]                   8745
orr r3, r3, r1                       8746
and r2, r3, r2                       8747
cmps r2, #0                          8748
add r0, r12, #1                      8749
beq                                  8750
ldrb r3, [r12, #0]                   8751
add r1, r12, #2                      8752
cmps r3, r4                          8753
add r2, r12, #3                      8754
beq                                  8755
mov r0, r12                          8756
b                                    8757
ldr2_uop r4,r5, [sp, #0]             8758
addi_uop sp, sp, #8                  8759
bx                                   8760
cmps r0, #0                          8761
add r3, r0, #1                       8762
bne                                  8763
mov r4, r0                           8764
mov r0, r3                           8765
mov r1, r5                           8766
bl                                   8767
tsts r0, #3                          8768
str_uop r4, [sp, #8]                 8769
str_uop r5, [sp, #4]                 8770
subi_uop sp, sp, #8                  8771
and r4, r1, #255                     8772
bne                                  8773
ldrb r3, [r0, #0]                    8879
cmps r3, r4                          8880
bne                                  8881
cmps r3, #0                          8882
beq                                  8883
add r0, r0, #1                       8884
tsts r0, #3                          8885
beq                                  8886
ldrb r3, [r0, #0]                    8887
cmps r3, r4                          8888
bne                                  8889
cmps r3, #0                          8890
beq                                  8891
add r0, r0, #1                       8892
tsts r0, #3                          8893
beq                                  8894
ldrb r3, [r0, #0]                    8895
cmps r3, r4                          8896
bne                                  8897
cmps r3, #0                          8898
beq                                  8899
add r0, r0, #1                       8900
tsts r0, #3                          8901
beq                                  8902
orr r3, r4, r4, LSL #8               8993
mov r12, r0                          8994
orr r5, r3, r3, LSL #16              8995
ldr r1, [r12, #0]                    8996
ldr r2, [pc, #180]                   8997
eor r3, r5, r1                       8998
mov r0, r2                           8999
add r0, r1, r0                       9000
add r2, r3, r2                       9001
mvn r1, r1                           9002
mvn r3, r3                           9003
eor r3, r3, r2                       9004
eor r1, r1, r0                       9005
ldr r2, [pc, #148]                   9006
orr r3, r3, r1                       9007
and r2, r3, r2                       9008
cmps r2, #0                          9009
add r0, r12, #1                      9010
beq                                  9011
ldrb r3, [r12, #0]                   9012
add r1, r12, #2                      9013
cmps r3, r4                          9014
add r2, r12, #3                      9015
beq                                  9016
mov r0, r12                          9017
b                                    9018
ldr2_uop r4,r5, [sp, #0]             9019
addi_uop sp, sp, #8                  9020
bx                                   9021
cmps r0, #0                          9022
add r3, r0, #1                       9023
bne                                  9024
mov r4, r0                           9025
mov r0, r3                           9026
mov r1, r5                           9027
bl                                   9028
tsts r0, #3                          9029
str_uop r4, [sp, #8]                 9030
str_uop r5, [sp, #4]                 9031
subi_uop sp, sp, #8                  9032
and r4, r1, #255                     9033
bne                                  9034
ldrb r3, [r0, #0]                    9062
cmps r3, r4                          9063
bne                                  9064
cmps r3, #0                          9065
beq                                  9066
add r0, r0, #1                       9067
tsts r0, #3                          9068
beq                                  9069
ldrb r3, [r0, #0]                    9070
cmps r3, r4                          9071
bne                                  9072
cmps r3, #0                          9073
beq                                  9074
add r0, r0, #1                       9075
tsts r0, #3                          9076
beq                                  9077
ldrb r3, [r0, #0]                    9078
cmps r3, r4                          9079
bne                                  9080
cmps r3, #0                          9081
beq                                  9082
add r0, r0, #1                       9083
tsts r0, #3                          9084
beq                                  9085
orr r3, r4, r4, LSL #8               9176
mov r12, r0                          9177
orr r5, r3, r3, LSL #16              9178
ldr r1, [r12, #0]                    9179
ldr r2, [pc, #180]                   9180
eor r3, r5, r1                       9181
mov r0, r2                           9182
add r0, r1, r0                       9183
add r2, r3, r2                       9184
mvn r1, r1                           9185
mvn r3, r3                           9186
eor r3, r3, r2                       9187
eor r1, r1, r0                       9188
ldr r2, [pc, #148]                   9189
orr r3, r3, r1                       9190
and r2, r3, r2                       9191
cmps r2, #0                          9192
add r0, r12, #1                      9193
beq                                  9194
ldrb r3, [r12, #0]                   9195
add r1, r12, #2                      9196
cmps r3, r4                          9197
add r2, r12, #3                      9198
beq                                  9199
cmps r3, #0                          9237
beq                                  9238
ldrb r3, [r12, #1]                   9239
cmps r3, r4                          9240
beq                                  9241
cmps r3, #0                          9242
beq                                  9243
ldrb r3, [r12, #2]                   9244
cmps r3, r4                          9245
beq                                  9246
mov r0, r1                           9247
b                                    9248
ldr2_uop r4,r5, [sp, #0]             9249
addi_uop sp, sp, #8                  9250
bx                                   9251
cmps r0, #0                          9252
add r3, r0, #1                       9253
bne                                  9254
mov r4, r0                           9255
mov r0, r3                           9256
mov r1, r5                           9257
bl                                   9258
tsts r0, #3                          9259
str_uop r4, [sp, #8]                 9260
str_uop r5, [sp, #4]                 9261
subi_uop sp, sp, #8                  9262
and r4, r1, #255                     9263
bne                                  9264
ldrb r3, [r0, #0]                    9292
cmps r3, r4                          9293
bne                                  9294
cmps r3, #0                          9295
beq                                  9296
add r0, r0, #1                       9297
tsts r0, #3                          9298
beq                                  9299
orr r3, r4, r4, LSL #8               9383
mov r12, r0                          9384
orr r5, r3, r3, LSL #16              9385
ldr r1, [r12, #0]                    9386
ldr r2, [pc, #180]                   9387
eor r3, r5, r1                       9388
mov r0, r2                           9389
add r0, r1, r0                       9390
add r2, r3, r2                       9391
mvn r1, r1                           9392
mvn r3, r3                           9393
eor r3, r3, r2                       9394
eor r1, r1, r0                       9395
ldr r2, [pc, #148]                   9396
orr r3, r3, r1                       9397
and r2, r3, r2                       9398
cmps r2, #0                          9399
add r0, r12, #1                      9400
beq                                  9401
add r12, r12, #4                     9454
b                                    9455
ldr r1, [r12, #0]                    9456
ldr r2, [pc, #180]                   9457
eor r3, r5, r1                       9458
mov r0, r2                           9459
add r0, r1, r0                       9460
add r2, r3, r2                       9461
mvn r1, r1                           9462
mvn r3, r3                           9463
eor r3, r3, r2                       9464
eor r1, r1, r0                       9465
ldr r2, [pc, #148]                   9466
orr r3, r3, r1                       9467
and r2, r3, r2                       9468
cmps r2, #0                          9469
add r0, r12, #1                      9470
beq                                  9471
ldrb r3, [r12, #0]                   9472
add r1, r12, #2                      9473
cmps r3, r4                          9474
add r2, r12, #3                      9475
beq                                  9476
cmps r3, #0                          9477
beq                                  9478
mov r0, #0                           9506
b                                    9507
ldr2_uop r4,r5, [sp, #0]             9508
addi_uop sp, sp, #8                  9509
bx                                   9510
cmps r0, #0                          9511
add r3, r0, #1                       9512
bne                                  9513
mov r0, r4                           9527
add sp, sp, #4                       9528
ldr2_uop r4,r5, [sp, #0]             9529
ldr_uop r36, [sp, #8]                9530
addi_uop sp, sp, #12                 9531
uopReg_uop pc, r36                   9532
cmps r0, #0                          9533
addne r2, r0, #1                     9534
ldreq r3, [pc, #28]                  9535
